date,categoryName,payee,comment,createdDate,changedDate,outcomeAccountName,outcome,outcomeCurrencyShortTitle
2023-06-07,Кафе и рестораны,ДоДо пицца,,2023-06-07 19:38:26,2023-06-07 16:38:33,Тинькофф,562.0,RUB
2023-06-07,Забота о себе,,Помада,2023-06-08 15:00:37,2023-06-08 12:00:44,Тинькофф,325.0,RUB
2023-06-08,Кафе и рестораны / Кофейни,,,2023-06-08 11:53:04,2023-06-08 09:03:15,Тинькофф,299.0,RUB
2023-06-08,Кафе и рестораны,Столовая лицея,,2023-06-08 14:57:38,2023-06-08 11:57:44,Тинькофф,100.0,RUB
2023-06-08,Кафе и рестораны,,Шаурма,2023-06-08 20:09:56,2023-06-08 18:27:54,Тинькофф,280.0,RUB
2023-06-08,Продукты / Сладости,Пятерочка,,2023-06-09 13:32:54,2023-06-09 10:32:58,Тинькофф,221.68,RUB
2023-06-09,Продукты / Сладости,Пятерочка,,2023-06-09 13:31:04,2023-06-09 10:31:07,Тинькофф,254.98,RUB
2023-06-09,Кафе и рестораны,Столовая лицея,,2023-06-09 13:31:28,2023-06-09 10:31:43,Тинькофф,180.0,RUB
2023-06-09,Кафе и рестораны,Столовая лицея,,2023-06-09 13:31:38,2023-06-09 10:31:43,Тинькофф,200.0,RUB
2023-06-09,Кафе и рестораны,Столовая лицея,,2023-06-09 18:44:29,2023-06-09 15:44:32,Тинькофф,100.0,RUB
2023-06-09,Продукты / Сладости,,,2023-06-10 10:16:44,2023-06-10 07:16:48,Тинькофф,127.98,RUB
2023-06-10,Кафе и рестораны,Столовая лицея,,2023-06-10 10:04:31,2023-06-10 07:04:37,Тинькофф,165.0,RUB
2023-06-10,Кафе и рестораны / Кофейни,Surf coffee,,2023-06-10 10:48:05,2023-06-10 07:48:09,Тинькофф,359.0,RUB
2023-06-10,Продукты / Сладости,,Тортик в серфе,2023-06-10 13:32:36,2023-06-10 10:32:39,Тинькофф,299.0,RUB
2023-06-10,Кафе и рестораны,Столовая лицея,,2023-06-10 18:20:53,2023-06-10 15:20:58,Тинькофф,145.0,RUB
2023-06-10,Продукты,Пятерочка,Продукты для каши,2023-06-11 12:52:32,2023-06-11 09:52:57,Тинькофф,445.53,RUB
2023-06-11,Кафе и рестораны,,,2023-06-11 12:52:50,2023-06-11 09:52:57,Тинькофф,240.0,RUB
2023-06-11,Продукты / Сладости,,,2023-06-11 17:56:54,2023-06-11 14:57:04,Тинькофф,484.97,RUB
2023-06-11,"Платежи, комиссии",,Обслуживание карты,2023-06-19 14:48:05,2023-06-19 11:48:10,Сбер,40.0,RUB
2023-06-12,Продукты / Сладости,,Мороженка,2023-06-12 14:45:52,2023-06-12 11:46:01,Тинькофф,350.0,RUB
2023-06-12,Продукты / Сладости,,Вкусныхи под кино,2023-06-13 09:59:14,2023-06-13 06:59:19,Тинькофф,392.93,RUB
2023-06-12,Кафе и рестораны,,Ужин в Сицилии,2023-06-13 09:59:38,2023-06-13 07:00:12,Тинькофф,1395.0,RUB
2023-06-13,Кафе и рестораны,Столовая лицея,,2023-06-13 10:25:20,2023-06-13 07:25:35,Тинькофф,145.0,RUB
2023-06-13,Кафе и рестораны,Столовая лицея,,2023-06-13 14:24:57,2023-06-13 11:25:07,Тинькофф,170.0,RUB
2023-06-13,Кафе и рестораны,,Ужин в столовой у серфа,2023-06-14 10:11:40,2023-06-14 07:11:54,Тинькофф,536.0,RUB
2023-06-13,Кафе и рестораны / Кофейни,Surf coffee,,2023-06-14 10:12:03,2023-06-14 07:12:11,Тинькофф,193.0,RUB
2023-06-14,"Кафе и рестораны, Продукты","ООО ""Агроторг""",,2023-06-14 10:30:57,2023-06-15 10:16:09,Тинькофф,694.33,RUB
2023-06-14,Кафе и рестораны,Столовая лицея,,2023-06-15 13:16:21,2023-06-16 11:12:37,Тинькофф,180.0,RUB
2023-06-14,Кафе и рестораны,Столовая лицея,,2023-06-15 13:16:54,2023-06-16 11:12:37,Тинькофф,145.0,RUB
2023-06-15,Кафе и рестораны,Столовая лицея,,2023-06-16 14:12:45,2023-06-16 11:12:49,Тинькофф,175.0,RUB
2023-06-15,Кафе и рестораны / Кофейни,Surf coffee,Обалденный кофе на вишневом соке,2023-06-16 14:13:12,2023-06-16 11:13:19,Тинькофф,359.0,RUB
2023-06-15,Продукты / Сладости,Surf coffee,,2023-06-16 14:13:37,2023-06-16 11:13:53,Тинькофф,289.0,RUB
2023-06-16,Продукты / Сладости,Пятерочка,,2023-06-16 13:48:49,2023-06-16 10:48:54,Тинькофф,712.27,RUB
2023-06-16,Кафе и рестораны,Столовая лицея,,2023-06-16 14:13:48,2023-06-16 11:13:53,Тинькофф,155.0,RUB
2023-06-16,Образование / Канцелярия,,Печать конспектов,2023-06-16 18:37:41,2023-06-16 17:33:02,Тинькофф,430.0,RUB
2023-06-16,Кафе и рестораны,ДоДо пицца,,2023-06-16 18:49:01,2023-06-16 15:49:06,Тинькофф,568.0,RUB
2023-06-16,Проезд,,,2023-06-16 18:49:29,2023-06-16 15:49:33,Тинькофф,28.0,RUB
2023-06-17,Кафе и рестораны,Столовая лицея,,2023-06-17 10:23:24,2023-06-17 07:23:29,Тинькофф,235.0,RUB
2023-06-17,Кафе и рестораны / Кофейни,Surf coffee,,2023-06-17 18:12:29,2023-06-17 15:12:34,Тинькофф,299.0,RUB
2023-06-17,Кафе и рестораны,,Вкусный чебурек,2023-06-17 18:12:48,2023-06-17 15:12:54,Тинькофф,290.0,RUB
2023-06-17,Продукты,Пятерочка,,2023-06-17 18:44:18,2023-06-17 15:44:27,Тинькофф,202.18,RUB
2023-06-17,"Платежи, комиссии / Подписки",,Яндекс плюс,2023-06-19 14:48:43,2023-06-19 11:49:00,Сбер,299.0,RUB
2023-06-18,"Платежи, комиссии / Оплата связи",,,2023-06-18 07:31:03,2023-06-18 04:32:21,Тинькофф,269.0,RUB
2023-06-18,Кафе и рестораны,,Бургер,2023-06-18 12:45:11,2023-06-18 09:46:13,Тинькофф,650.0,RUB
2023-06-18,Продукты / Сладости,,Булка,2023-06-18 12:51:14,2023-06-18 09:51:17,Тинькофф,130.0,RUB
2023-06-18,Продукты / Сладости,"ООО ""Агроторг""",,2023-06-18 16:55:10,2023-06-18 13:55:15,Тинькофф,254.97,RUB
2023-06-18,Кафе и рестораны / Кофейни,Surf coffee, Мэверик бамбл,2023-06-18 17:04:51,2023-06-18 14:04:55,Тинькофф,359.0,RUB
2023-06-18,Продукты,,Энергетик на завтра,2023-06-18 19:58:07,2023-06-18 16:58:10,Тинькофф,389.0,RUB
2023-06-18,Продукты,"ООО ""Агроторг""",Завтрак,2023-06-18 22:00:12,2023-06-18 19:00:16,Тинькофф,225.17,RUB
2023-06-19,Подарки,,Вкусняхи Нике,2023-06-19 14:43:43,2023-06-19 11:43:48,Тинькофф,405.0,RUB
2023-06-19,Кафе и рестораны,Шавуха,,2023-06-19 14:43:57,2023-06-19 11:44:00,Тинькофф,230.0,RUB
2023-06-19,Кафе и рестораны,,Ужин,2023-06-19 19:40:58,2023-06-19 16:41:12,Тинькофф,1000.0,RUB
2023-06-19,Кафе и рестораны / Кофейни,Surf coffee,,2023-06-19 19:56:28,2023-06-19 16:56:40,Тинькофф,299.0,RUB
2023-06-19,Проезд,,Такси,2023-06-21 17:54:38,2023-06-21 14:54:42,Сбер,190.0,RUB
2023-06-20,Кафе и рестораны,,Завтрак,2023-06-20 16:19:29,2023-06-20 13:19:33,Тинькофф,505.0,RUB
2023-06-20,Здоровье и фитнес,,Таблетки от горла,2023-06-20 16:19:59,2023-06-20 13:20:04,Тинькофф,707.41,RUB
2023-06-20,Продукты / Сладости,,Сок,2023-06-20 16:20:19,2023-06-20 13:20:24,Тинькофф,105.0,RUB
2023-06-20,Кафе и рестораны,Столовая лицея,,2023-06-21 08:39:18,2023-06-21 05:39:23,Тинькофф,190.0,RUB
2023-06-20,Продукты / Сладости,,Булочки... Тут меня обманули на 1 булку...,2023-06-21 08:39:45,2023-06-21 05:39:57,Тинькофф,560.0,RUB
2023-06-21,Кафе и рестораны,Шавуха,,2023-06-21 17:53:02,2023-06-21 14:53:06,Тинькофф,270.0,RUB
2023-06-21,Продукты / Сладости,,,2023-06-21 17:53:17,2023-06-21 14:53:21,Тинькофф,196.0,RUB
2023-06-21,Проезд,,,2023-06-21 17:54:56,2023-06-21 14:55:00,Сбер,134.0,RUB
2023-06-21,Продукты / Сладости,,,2023-06-21 18:35:59,2023-06-21 15:36:02,Тинькофф,364.15,RUB
2023-06-21,,Столовая лицея,,2023-06-23 18:59:20,2023-06-23 15:59:30,Тинькофф,180.0,RUB
2023-06-22,Кафе и рестораны,Столовая лицея,,2023-06-22 10:11:47,2023-06-22 07:11:50,Тинькофф,125.0,RUB
2023-06-22,Продукты / Сладости,"ООО ""Агроторг""",,2023-06-22 10:31:57,2023-06-22 07:32:10,Тинькофф,273.37,RUB
2023-06-22,Подарки,,,2023-06-22 18:22:40,2023-06-22 15:22:52,Тинькофф,319.55,RUB
2023-06-22,Образование / Канцелярия,,Печать конспектов,2023-06-23 18:53:37,2023-06-23 15:53:42,Тинькофф,140.0,RUB
2023-06-22,Кафе и рестораны,Столовая лицея,,2023-06-23 18:54:05,2023-06-23 15:54:11,Тинькофф,130.0,RUB
2023-06-23,Продукты / Сладости,,,2023-06-23 12:44:56,2023-06-23 09:45:05,Тинькофф,307.85,RUB
2023-06-23,Кафе и рестораны,Столовая лицея,,2023-06-23 18:55:01,2023-06-23 15:55:04,Тинькофф,140.0,RUB
2023-06-23,Продукты,,,2023-06-23 19:00:50,2023-06-23 16:00:51,Тинькофф,77.98,RUB
2023-06-23,Кафе и рестораны / Кофейни,Surf coffee,Раф с соленой карамелью,2023-06-23 19:58:44,2023-06-23 16:58:50,Тинькофф,404.0,RUB
2023-06-24,Кафе и рестораны / Кофейни,Surf coffee,,2023-06-24 15:01:24,2023-06-24 12:01:38,Тинькофф,299.0,RUB
2023-06-24,Кафе и рестораны,Столовая лицея,,2023-06-24 15:01:33,2023-06-24 12:01:38,Тинькофф,200.0,RUB
2023-06-24,Продукты / Сладости,Пятерочка,,2023-06-25 10:47:53,2023-06-25 07:47:55,Тинькофф,55.99,RUB
2023-06-24,Кафе и рестораны,Шавуха,,2023-06-25 10:48:07,2023-06-25 07:48:09,Тинькофф,280.0,RUB
2023-06-25,Кафе и рестораны,Столовая лицея,,2023-06-25 10:48:19,2023-06-25 07:48:39,Тинькофф,120.0,RUB
2023-06-25,Кафе и рестораны,,Чебуреки,2023-06-25 15:31:46,2023-06-25 12:31:49,Тинькофф,540.0,RUB
2023-06-25,Кафе и рестораны / Кофейни,Surf coffee,,2023-06-25 16:00:09,2023-06-25 13:00:13,Тинькофф,359.0,RUB
2023-06-25,Продукты / Сладости,Пятерочка,,2023-06-25 22:58:48,2023-06-25 19:58:51,Тинькофф,488.87,RUB
2023-06-26,Кафе и рестораны,,,2023-06-26 18:10:02,2023-06-26 15:10:10,Тинькофф,1000.0,RUB
2023-06-27,Продукты / Сладости,Пятерочка,,2023-06-27 09:59:52,2023-06-27 06:59:59,Тинькофф,411.04,RUB
2023-06-27,Кафе и рестораны,Столовая лицея,,2023-06-27 18:33:48,2023-06-27 15:34:03,Тинькофф,155.0,RUB
2023-06-27,Здоровье и фитнес,Аптека,Таблетки Ибуклин,2023-06-28 17:53:18,2023-06-28 14:53:24,Тинькофф,219.0,RUB
2023-06-27,Продукты,Пятерочка,,2023-06-28 17:53:48,2023-06-28 14:53:51,Тинькофф,155.34,RUB
2023-06-28,Кафе и рестораны,Столовая лицея,,2023-06-28 17:54:00,2023-06-28 14:54:04,Тинькофф,110.0,RUB
2023-06-28,Проезд,,,2023-06-28 17:54:13,2023-06-28 14:54:18,Тинькофф,28.0,RUB
2023-06-28,Кафе и рестораны,Столовая лицея,,2023-06-28 17:54:28,2023-06-28 14:54:32,Тинькофф,230.0,RUB
2023-06-28,Кафе и рестораны / Кофейни,Surf coffee,Кофе мне и Нике,2023-06-28 19:59:56,2023-06-28 17:43:58,Тинькофф,663.0,RUB
2023-06-28,Продукты / Сладости,,Чипсы,2023-06-29 09:22:08,2023-06-29 06:22:25,Тинькофф,104.99,RUB
2023-06-29,Кафе и рестораны,Столовая лицея,,2023-06-29 13:47:39,2023-06-29 10:50:45,Тинькофф,120.0,RUB
2023-06-29,Кафе и рестораны,Столовая лицея,,2023-06-29 14:17:48,2023-06-29 14:38:08,Тинькофф,285.0,RUB
2023-06-29,Кафе и рестораны / Кофейни,Surf coffee,,2023-06-29 17:38:16,2023-06-29 14:38:18,Тинькофф,359.0,RUB
2023-06-29,Товары для дома,,Коробки для переезда,2023-06-29 20:21:06,2023-06-29 17:21:27,Тинькофф,320.0,RUB
2023-06-29,Продукты,Пятерочка,Доширак и чтпсы,2023-06-30 07:28:07,2023-06-30 04:28:09,Тинькофф,155.58,RUB
2023-06-29,Продукты,,Йогурт на завтрак,2023-06-30 07:28:32,2023-06-30 07:46:54,Тинькофф,100.0,RUB
2023-06-30,Кафе и рестораны,Столовая лицея,,2023-07-01 08:27:58,2023-07-01 05:28:20,Тинькофф,170.0,RUB
2023-06-30,Товары для дома,,Доставка вещей в Тюмень,2023-07-01 08:28:33,2023-07-01 05:28:52,Тинькофф,1174.0,RUB
2023-06-30,Товары для дома,,Средство для мытья ковров и скотч,2023-07-01 08:29:17,2023-07-01 05:29:30,Тинькофф,355.96,RUB
2023-06-30,Продукты / Сладости,,Сок,2023-07-01 08:29:45,2023-07-01 05:30:02,Тинькофф,172.78,RUB
2023-06-30,Кафе и рестораны,Столовая лицея,,2023-07-01 08:30:10,2023-07-01 05:30:28,Тинькофф,175.0,RUB
2023-06-30,Продукты / Сладости,,2 шоколадки,2023-07-01 08:30:46,2023-07-01 05:31:19,Тинькофф,142.08,RUB
2023-07-01,"Платежи, комиссии / Подписки",,Подписка bookmate,2023-07-01 08:31:06,2023-07-01 05:31:19,Тинькофф,100.0,RUB
2023-07-01,Проезд,,,2023-07-01 08:37:15,2023-07-01 05:37:32,Тинькофф,28.0,RUB
2023-07-01,Продукты / Сладости,,Сок,2023-07-01 16:24:18,2023-07-01 13:24:49,Тинькофф,170.0,RUB
2023-07-01,Кафе и рестораны,,Еда в Достоевском ,2023-07-01 16:24:35,2023-07-01 13:24:49,Тинькофф,700.0,RUB
2023-07-01,Проезд,,,2023-07-01 16:24:45,2023-07-01 13:24:59,Тинькофф,28.0,RUB
2023-07-01,Кафе и рестораны,,Роллы,2023-07-02 11:33:00,2023-07-02 08:33:50,Тинькофф,533.0,RUB
2023-07-02,Отдых и развлечения,,Аренда сапа на ч,2023-07-02 11:35:16,2023-07-02 08:35:33,Тинькофф,1000.0,RUB
2023-07-02,Проезд,,Электричка в сочи,2023-07-02 13:54:50,2023-07-02 10:55:03,Тинькофф,187.0,RUB
2023-07-02,Кафе и рестораны,,Обед в KFC,2023-07-02 15:42:41,2023-07-02 12:43:35,Тинькофф,600.0,RUB
2023-07-02,Товары для дома,,Камера хранения,2023-07-02 15:43:20,2023-07-02 12:43:35,Тинькофф,150.0,RUB
2023-07-02,Продукты / Сладости,,Квас,2023-07-03 13:09:49,2023-07-03 10:10:04,Тинькофф,76.0,RUB
2023-07-02,Кафе и рестораны / Кофейни,,Чай с тапиокой,2023-07-03 13:10:14,2023-07-03 10:10:29,Тинькофф,325.0,RUB
2023-07-02,Проезд,,Электричка в Адлер,2023-07-03 13:10:36,2023-07-03 10:10:49,Тинькофф,135.0,RUB
2023-07-02,Кафе и рестораны,,Ужин,2023-07-03 13:10:51,2023-07-03 10:11:10,Тинькофф,354.0,RUB
2023-07-02,Кафе и рестораны / Кофейни,,,2023-07-03 13:11:30,2023-07-03 10:11:41,Тинькофф,146.59,RUB
2023-07-03,Продукты / Сладости,,Липтон,2023-07-03 14:37:05,2023-07-03 11:37:21,Тинькофф,149.9,RUB
2023-07-03,Образование / Книги,Читай-город,,2023-07-05 10:04:15,2023-07-05 07:04:34,Тинькофф,1198.0,RUB
2023-07-03,Проезд,,,2023-07-05 10:04:31,2023-07-05 07:04:45,Тинькофф,29.0,RUB
2023-07-04,Проезд,,,2023-07-05 10:04:49,2023-07-05 07:05:37,Тинькофф,29.0,RUB
2023-07-04,"Покупки: одежда, техника",,Ремонт и чистка ноутбука,2023-07-05 10:05:24,2023-07-05 07:05:37,Тинькофф,4400.0,RUB
2023-07-04,Проезд,,,2023-07-05 10:05:37,2023-07-05 07:05:58,Тинькофф,29.0,RUB
2023-07-04,"Покупки: одежда, техника",,Носки,2023-07-05 10:05:53,2023-07-05 07:06:14,Тинькофф,319.0,RUB
2023-07-04,Кафе и рестораны / Кофейни,Garden,,2023-07-05 10:07:01,2023-07-05 07:07:21,Тинькофф,228.0,RUB
2023-07-04,Проезд,,,2023-07-05 10:07:08,2023-07-05 07:07:21,Тинькофф,29.0,RUB
2023-07-05,"Платежи, комиссии",,Услуги банка,2023-07-05 10:08:08,2023-07-05 07:08:21,Тинькофф,59.0,RUB
2023-07-05,Забота о себе,,Оплатил подписку на дзен мани,2023-07-05 10:08:17,2023-07-05 07:08:31,Тинькофф,149.0,RUB
2023-07-05,Забота о себе,,Стрижка,2023-07-05 17:19:51,2023-07-05 14:20:04,Тинькофф,1400.0,RUB
2023-07-05,Кафе и рестораны / Кофейни,Surf coffee,,2023-07-05 17:20:05,2023-07-05 14:20:25,Тинькофф,319.0,RUB
2023-07-05,Продукты / Сладости,Магнит,,2023-07-05 17:20:21,2023-07-05 14:20:35,Тинькофф,219.98,RUB
2023-07-06,Забота о себе,,Солнцезащитный крем,2023-07-07 13:46:06,2023-07-07 10:46:11,Тинькофф,759.99,RUB
2023-07-06,"Покупки: одежда, техника",,Оплата доставки футболки,2023-07-07 13:46:23,2023-07-07 10:47:00,Тинькофф,630.0,RUB
2023-07-07,Кафе и рестораны / Кофейни,,Гриб и раф,2023-07-07 13:46:56,2023-07-07 10:47:00,Тинькофф,560.0,RUB
2023-07-07,Продукты,,Вода,2023-07-07 15:55:32,2023-07-07 12:55:39,Тинькофф,18.99,RUB
2023-07-08,Продукты / Сладости,,Чипсы и шоколадка,2023-07-09 12:10:14,2023-07-09 09:10:38,Тинькофф,201.97,RUB
2023-07-09,Образование / Книги,,,2023-07-09 12:10:33,2023-07-09 09:10:38,Тинькофф,175.0,RUB
2023-07-09,Кафе и рестораны / Кофейни,Garden,,2023-07-09 21:09:25,2023-07-09 18:09:30,Тинькофф,199.0,RUB
2023-07-09,Продукты / Сладости,,,2023-07-09 21:09:47,2023-07-09 18:10:08,Тинькофф,164.99,RUB
2023-07-09,Отдых и развлечения,,Civilization 6,2023-07-09 21:10:04,2023-07-09 18:10:08,Тинькофф,148.5,RUB
2023-07-10,Проезд,,Оплата старого такси,2023-07-10 09:00:29,2023-07-10 06:00:36,Тинькофф,89.0,RUB
2023-07-10,Проезд,,Такси,2023-07-12 14:13:50,2023-07-12 11:13:54,Тинькофф,156.0,RUB
2023-07-10,Кафе и рестораны / Кофейни,Surf coffee,,2023-07-12 14:14:27,2023-07-12 11:14:30,Тинькофф,279.0,RUB
2023-07-11,Проезд,,,2023-07-12 14:14:45,2023-07-12 11:14:47,Тинькофф,29.0,RUB
2023-07-11,Проезд,Яндекс такси,Такси,2023-07-12 14:15:14,2023-07-12 11:15:30,Тинькофф,812.0,RUB
2023-07-11,Кафе и рестораны / Кофейни,Garden,,2023-07-12 14:15:51,2023-07-12 11:16:04,Тинькофф,179.0,RUB
2023-07-11,Продукты,Пятерочка,Бутылка воды,2023-07-12 14:16:30,2023-07-12 11:17:10,Тинькофф,49.99,RUB
2023-07-11,Проезд,,,2023-07-12 14:16:41,2023-07-12 11:17:10,Тинькофф,29.0,RUB
2023-07-12,Корректировка,,,2023-07-15 13:22:11,2023-07-15 10:22:23,Тинькофф,24.0,RUB
2023-07-12,"Забота о себе, Продукты / Сладости",,,2023-07-15 13:23:27,2023-07-15 10:23:31,Тинькофф,502.98,RUB
2023-07-13,"Покупки: одежда, техника",,Ремонт Сашиного компьютера,2023-07-15 13:23:55,2023-07-15 10:23:59,Тинькофф,2800.0,RUB
2023-07-13,Проезд,,,2023-07-15 13:24:09,2023-07-15 10:24:13,Тинькофф,29.0,RUB
2023-07-13,Продукты,,,2023-07-15 13:24:46,2023-07-15 10:24:50,Тинькофф,109.98,RUB
2023-07-13,Проезд,,,2023-07-15 13:25:07,2023-07-15 10:25:12,Тинькофф,29.0,RUB
2023-07-13,Кафе и рестораны / Кофейни,Garden,,2023-07-15 13:25:21,2023-07-15 10:25:25,Тинькофф,199.0,RUB
2023-07-14,"Продукты / Сладости, Кафе и рестораны / Кофейни",,,2023-07-15 13:25:49,2023-07-15 10:25:55,Тинькофф,457.0,RUB
2023-07-14,Продукты,,Бутылка воды,2023-07-15 13:26:06,2023-07-15 10:26:11,Тинькофф,64.99,RUB
2023-07-14,Забота о себе,,Крем для лица,2023-07-15 13:26:30,2023-07-15 10:26:36,Тинькофф,369.0,RUB
2023-07-15,Кафе и рестораны / Кофейни,Garden,Эспрессо тоник,2023-07-15 14:19:20,2023-07-15 11:19:25,Тинькофф,199.0,RUB
2023-07-15,Проезд,,,2023-07-16 07:23:04,2023-07-16 04:23:09,Тинькофф,29.0,RUB
2023-07-16,Кафе и рестораны,Garden,Хумус и кофе,2023-07-20 07:52:32,2023-07-20 04:52:40,Тинькофф,428.0,RUB
2023-07-16,Продукты,Пятерочка,,2023-07-20 07:53:08,2023-07-20 04:53:17,Тинькофф,83.89,RUB
2023-07-18,"Платежи, комиссии / Подписки",,Яндекс плюс,2023-07-20 07:50:50,2023-07-20 04:51:05,Тинькофф,299.0,RUB
2023-07-18,"Платежи, комиссии / Оплата связи",,,2023-07-20 07:50:59,2023-07-20 04:51:05,Тинькофф,323.0,RUB
2023-07-18,Кафе и рестораны / Кофейни,Garden,,2023-07-20 07:53:57,2023-07-20 04:54:03,Тинькофф,199.0,RUB
2023-07-20,Кафе и рестораны / Кофейни,Garden,,2023-07-20 17:14:57,2023-07-20 14:15:03,Тинькофф,248.0,RUB
2023-07-20,Забота о себе,Аптека,Крем для тела,2023-07-25 11:34:48,2023-07-25 08:34:51,Тинькофф,866.0,RUB
2023-07-20,Забота о себе,Пятерочка,Зубная паста,2023-07-25 11:35:29,2023-07-25 08:35:32,Тинькофф,215.97,RUB
2023-07-20,,Пятерочка,Вода,2023-07-25 11:35:50,2023-07-25 08:35:53,Тинькофф,76.09,RUB
2023-07-25,Продукты,Пятерочка,Пельмени,2023-07-25 11:59:22,2023-07-25 08:59:27,Тинькофф,104.99,RUB
2023-07-25,Продукты,Пятерочка,Сливки и чокопай,2023-07-25 18:15:56,2023-07-25 15:16:16,Тинькофф,216.98,RUB
2023-07-26,Кафе и рестораны / Кофейни,,,2023-07-26 15:02:13,2023-07-26 12:02:16,Тинькофф,219.0,RUB
2023-07-26,Кафе и рестораны / Кофейни,Garden,Чай,2023-07-26 16:49:51,2023-07-26 13:49:54,Тинькофф,179.0,RUB
2023-07-26,Корректировка,,Бронь отеля в Москве,2023-07-27 16:17:09,2023-07-27 13:17:14,Тинькофф,100.0,RUB
2023-07-27,Продукты / Сладости,Пятерочка,Чай и попкорн для Антона,2023-07-27 16:18:03,2023-07-27 13:18:07,Тинькофф,149.98,RUB
2023-07-27,Проезд,,,2023-07-27 16:18:18,2023-07-27 13:18:22,Тинькофф,29.0,RUB
2023-07-27,Кафе и рестораны / Кофейни,Garden,Чай и тортик,2023-07-27 17:29:59,2023-07-27 14:30:07,Тинькофф,457.0,RUB
2023-07-27,Хобби,,Проявка и сканирование пленки ,2023-07-28 06:23:43,2023-07-28 03:23:48,Тинькофф,370.0,RUB
2023-07-29,Проезд,whoosh,,2023-08-05 15:50:42,2023-08-05 12:50:46,Тинькофф,127.0,RUB
2023-07-29,Отдых и развлечения,Спортмастер,Пенка и посуда в поход,2023-08-05 15:51:21,2023-08-05 12:51:25,Тинькофф,952.0,RUB
2023-07-29,Здоровье и фитнес,Аптека,Лекарства Антону,2023-08-05 15:52:02,2023-08-05 12:52:11,Тинькофф,534.0,RUB
2023-08-03,Продукты / Сладости,Магнит,,2023-08-05 15:57:08,2023-08-05 12:57:12,Тинькофф,219.98,RUB
2023-08-03,Продукты / Сладости,Пятерочка,,2023-08-05 15:57:39,2023-08-05 12:57:42,Тинькофф,243.98,RUB
2023-08-03,Кафе и рестораны / Кофейни,Garden,Бамбл кофе,2023-08-05 15:58:16,2023-08-05 12:58:21,Тинькофф,179.0,RUB
2023-08-03,Продукты,Пятерочка,Вода,2023-08-05 15:58:41,2023-08-05 12:58:49,Тинькофф,44.99,RUB
2023-08-03,Продукты,,Молоко,2023-08-05 15:59:02,2023-08-05 12:59:08,Тинькофф,110.0,RUB
2023-08-04,Отдых и развлечения,Прогулки по крышам,Предоплата прогулки 11 августа,2023-08-05 15:59:54,2023-08-05 12:59:59,Копилка,1500.0,RUB
2023-08-05,Забота о себе,,Оплатил подписку на дзен мани,2023-08-05 16:01:37,2023-08-05 13:01:46,Тинькофф,149.0,RUB
2023-08-05,Продукты / Сладости,Магнит,Мармеладки,2023-08-05 16:02:05,2023-08-05 13:02:10,Тинькофф,119.99,RUB
2023-08-05,"Платежи, комиссии / Подписки",4ebur.net,VPN на месяц,2023-08-05 16:03:13,2023-08-05 13:03:46,Тинькофф,403.26,RUB
2023-08-05,Подарки,,Колокольчик для Сони),2023-08-05 18:01:25,2023-08-05 15:01:33,Тинькофф,400.0,RUB
2023-08-05,Кафе и рестораны / Кофейни,Garden,,2023-08-05 18:08:16,2023-08-05 15:08:43,Тинькофф,248.0,RUB
2023-08-06,Хобби,,Проявка и сканирование плёнки,2023-08-06 20:29:15,2023-08-06 17:29:20,Тинькофф,370.0,RUB
2023-08-07,Кафе и рестораны / Кофейни,Surf coffee,Смузи,2023-08-07 13:20:02,2023-08-07 10:20:05,Тинькофф,359.0,RUB
2023-08-07,Товары для дома,,Косметичка,2023-08-07 13:20:19,2023-08-07 10:20:23,Тинькофф,234.0,RUB
2023-08-07,Товары для дома,Пятерочка,Стиральный порошок,2023-08-07 13:20:42,2023-08-07 10:21:02,Тинькофф,198.99,RUB
2023-08-07,Проезд,whoosh,,2023-08-07 16:11:45,2023-08-07 13:11:51,Тинькофф,48.0,RUB
2023-08-07,Забота о себе,Магнит,Шильно-мыльные принадлежности в поездку ,2023-08-08 19:55:18,2023-08-08 16:55:34,Тинькофф,489.97,RUB
2023-08-08,Товары для дома,,Суперклей,2023-08-08 19:56:59,2023-08-08 16:57:03,Тинькофф,68.0,RUB
2023-08-08,Продукты / Сладости,Ашан,Вкусняхи в самолёт,2023-08-08 19:58:00,2023-08-08 16:58:08,Тинькофф,290.78,RUB
2023-08-09,Проезд,Московский метрополитен,Проездной на 3 дня,2023-08-09 08:58:19,2023-08-09 05:58:24,Тинькофф,540.0,RUB
2023-08-09,Проезд,,,2023-08-09 09:22:11,2023-08-09 06:22:15,Тинькофф,56.0,RUB
2023-08-09,Кафе и рестораны / Кофейни,,,2023-08-09 16:01:05,2023-08-09 13:01:15,Тинькофф,328.0,RUB
2023-08-09,Кафе и рестораны,,Ужин в чайхане,2023-08-09 20:08:30,2023-08-09 17:09:56,Тинькофф,2320.0,RUB
2023-08-09,Продукты,,Вода,2023-08-09 20:09:13,2023-08-09 17:09:17,Тинькофф,39.78,RUB
2023-08-10,Продукты,АО ТД Перекресток,,2023-08-10 15:20:18,2023-08-10 12:20:27,Тинькофф,252.82,RUB
2023-08-10,Отдых и развлечения,,Квест,2023-08-11 08:58:43,2023-08-11 05:58:46,Тинькофф,3500.0,RUB
2023-08-10,Кафе и рестораны,Му-Му,Обед,2023-08-11 08:59:30,2023-08-11 05:59:33,Тинькофф,894.0,RUB
