date,categoryName,payee,comment,createdDate,changedDate,outcomeAccountName,outcome,outcomeCurrencyShortTitle
2023-08-10,Продукты,,Вода,2023-08-11 08:59:50,2023-08-11 05:59:54,Тинькофф,40.0,RUB
2023-08-10,Кафе и рестораны / Кофейни,One price coffee,,2023-08-11 09:00:38,2023-08-11 06:00:51,Тинькофф,200.0,RUB
2023-08-11,Отдых и развлечения,Третьяковская галерея,Аренда аудиогида,2023-08-11 18:06:20,2023-08-11 15:06:25,Тинькофф,800.0,RUB
2023-08-11,Кафе и рестораны,Му-Му,Обед,2023-08-11 18:06:40,2023-08-11 15:06:53,Тинькофф,609.0,RUB
2023-08-11,Кафе и рестораны / Кофейни,Surf coffee,,2023-08-11 18:06:49,2023-08-11 15:06:53,Тинькофф,320.0,RUB
2023-08-11,Кафе и рестораны,Вареничная 1,,2023-08-12 12:59:02,2023-08-12 09:59:05,Тинькофф,2035.0,RUB
2023-08-11,Продукты,Магнит,,2023-08-12 12:59:36,2023-08-12 09:59:39,Тинькофф,339.95,RUB
2023-08-12,Продукты / Сладости,,,2023-08-12 12:59:50,2023-08-12 09:59:53,Тинькофф,109.9,RUB
2023-08-12,Отдых и развлечения,,Кино... ,2023-08-12 14:03:49,2023-08-12 11:03:54,Тинькофф,1600.0,RUB
2023-08-12,Кафе и рестораны,Вкусно и точка,Напитки в кино,2023-08-12 14:05:17,2023-08-12 11:05:25,Тинькофф,218.0,RUB
2023-08-12,Кафе и рестораны,Му-Му,,2023-08-12 20:49:15,2023-08-12 17:49:21,Тинькофф,564.0,RUB
2023-08-12,Кафе и рестораны,Вкусно и точка,,2023-08-12 20:49:40,2023-08-12 17:50:33,Тинькофф,401.0,RUB
2023-08-12,Проезд,Московский метрополитен,Карта тройка,2023-08-12 20:50:29,2023-08-12 17:50:33,Тинькофф,580.0,RUB
2023-08-13,Продукты,АО ТД Перекресток,Вода,2023-08-13 10:38:23,2023-08-13 07:38:38,Тинькофф,36.99,RUB
2023-08-13,Хобби,,Проявка пленки,2023-08-13 11:42:41,2023-08-13 08:43:05,Тинькофф,450.0,RUB
2023-08-13,Хобби,,Катушка просроченной плёнки,2023-08-13 11:43:39,2023-08-13 08:43:48,Тинькофф,890.0,RUB
2023-08-13,Кафе и рестораны,,Шаурма и наггетсы,2023-08-13 13:37:17,2023-08-13 10:37:23,Тинькофф,488.0,RUB
2023-08-13,Кафе и рестораны,Блинбери,,2023-08-13 17:38:50,2023-08-13 14:39:02,Тинькофф,285.0,RUB
2023-08-13,Отдых и развлечения,,Билет на выставку,2023-08-13 17:39:42,2023-08-13 14:39:47,Тинькофф,150.0,RUB
2023-08-13,Кафе и рестораны / Кофейни,,,2023-08-14 14:21:50,2023-08-14 11:21:57,Тинькофф,200.0,RUB
2023-08-13,Продукты / Сладости,,,2023-08-14 14:23:11,2023-08-14 11:23:17,Тинькофф,89.99,RUB
2023-08-14,Отдых и развлечения,Московский Кремль,,2023-08-14 14:17:22,2023-08-14 11:17:26,Тинькофф,900.0,RUB
2023-08-14,Отдых и развлечения,Марс,Билет на Икигай,2023-08-14 14:18:55,2023-08-14 11:18:59,Тинькофф,700.0,RUB
2023-08-14,Кафе и рестораны,CHICKO,Обед в чико,2023-08-14 14:19:36,2023-08-14 11:19:45,Тинькофф,1170.0,RUB
2023-08-14,Продукты,АО ТД Перекресток,Водичка и морс,2023-08-14 19:20:16,2023-08-14 16:20:21,Тинькофф,135.98,RUB
2023-08-14,Продукты / Сладости,АО ТД Перекресток,Чипсы и газировка,2023-08-14 19:23:31,2023-08-14 16:23:41,Тинькофф,138.98,RUB
2023-08-14,Отдых и развлечения,,Билеты в кино,2023-08-14 19:24:10,2023-08-14 16:24:15,Тинькофф,920.0,RUB
2023-08-14,Отдых и развлечения,,Билеты на выставку фотографии,2023-08-14 22:26:25,2023-08-14 20:06:38,Тинькофф,600.0,RUB
2023-08-14,Забота о себе,Аптека,Беруши,2023-08-14 23:07:05,2023-08-14 20:07:09,Тинькофф,302.0,RUB
2023-08-15,Товары для дома,Хостел,Оплата проживания до 20 числа,2023-08-15 08:49:17,2023-08-15 05:50:20,Тинькофф,3750.0,RUB
2023-08-15,Забота о себе,Хостел,Оплата стирки ,2023-08-15 21:16:18,2023-08-15 18:16:21,Тинькофф,200.0,RUB
2023-08-15,Продукты / Сладости,,Макаруны и булочка,2023-08-15 21:23:09,2023-08-15 18:23:13,Тинькофф,195.8,RUB
2023-08-15,Подарки,,Фотоаппарат Нике,2023-08-15 21:23:58,2023-08-15 18:24:31,Тинькофф,2500.0,RUB
2023-08-15,Проезд,nordstsr,Авиабилеты в Сочи,2023-08-15 21:26:07,2023-08-15 18:26:10,Тинькофф,3951.0,RUB
2023-08-15,Кафе и рестораны,,,2023-08-15 21:26:27,2023-08-15 18:26:54,Тинькофф,877.45,RUB
2023-08-15,Продукты,,Вода,2023-08-15 21:27:31,2023-08-15 18:27:34,Тинькофф,35.9,RUB
2023-08-15,Отдых и развлечения,,Донат экскурсоводу,2023-08-15 21:28:01,2023-08-15 18:28:03,Тинькофф,300.0,RUB
2023-08-15,Кафе и рестораны,,Ужин в Венской кофейне,2023-08-15 21:28:18,2023-08-15 18:28:23,Тинькофф,1840.0,RUB
2023-08-16,"Платежи, комиссии / Оплата связи",,,2023-08-16 11:53:10,2023-08-16 08:54:58,Тинькофф,323.0,RUB
2023-08-16,Кафе и рестораны / Кофейни,One price coffee,,2023-08-16 15:55:09,2023-08-16 12:55:13,Тинькофф,250.0,RUB
2023-08-16,Кафе и рестораны,Му-Му,,2023-08-16 15:55:22,2023-08-16 12:55:25,Тинькофф,462.0,RUB
2023-08-16,Подарки,,Масочки Нике,2023-08-16 15:55:45,2023-08-16 12:56:14,Тинькофф,709.5,RUB
2023-08-16,Забота о себе,,Шоппер из Третьяковской галереи ,2023-08-16 16:29:55,2023-08-16 16:25:06,Тинькофф,1700.0,RUB
2023-08-16,Продукты / Сладости,Магнит,Мажетель ,2023-08-16 21:36:31,2023-08-16 18:36:34,Тинькофф,89.99,RUB
2023-08-16,Кафе и рестораны,kfc,,2023-08-16 21:36:49,2023-08-16 18:36:51,Тинькофф,603.0,RUB
2023-08-16,Проезд,Московский метрополитен,,2023-08-16 21:37:16,2023-08-16 18:37:21,Тинькофф,500.0,RUB
2023-08-17,"Платежи, комиссии / Подписки",,Яндекс плюс,2023-08-17 08:32:01,2023-08-17 05:32:05,Тинькофф,299.0,RUB
2023-08-17,Проезд,Московский метрополитен,,2023-08-17 12:29:17,2023-08-17 09:39:42,Тинькофф,753.0,RUB
2023-08-17,Продукты,Магнит,Вода,2023-08-17 12:36:39,2023-08-17 09:39:42,Тинькофф,17.99,RUB
2023-08-17,Хобби,,Предоплата Olympus,2023-08-17 14:20:02,2023-08-17 11:20:08,Тинькофф,1000.0,RUB
2023-08-17,Подарки,,Камера для Сони,2023-08-17 14:20:40,2023-08-17 11:20:54,Тинькофф,1745.0,RUB
2023-08-17,Подарки,,Пленка Соне,2023-08-17 17:43:29,2023-08-17 14:43:35,Тинькофф,445.0,RUB
2023-08-17,Кафе и рестораны,CHICKO,,2023-08-17 17:44:05,2023-08-18 11:52:30,Тинькофф,1678.0,RUB
2023-08-17,Кафе и рестораны / Кофейни,Шоколадница,,2023-08-17 17:44:25,2023-08-17 14:44:29,Тинькофф,350.0,RUB
2023-08-18,Кафе и рестораны,Лепим и варим,,2023-08-18 14:51:09,2023-08-18 11:51:16,Тинькофф,1160.0,RUB
2023-08-18,Забота о себе,Золотое яблоко,Масочки 💅,2023-08-18 18:43:01,2023-08-18 15:46:22,Тинькофф,93.0,RUB
2023-08-18,Кафе и рестораны,"Чайная ""Нитка""",2 чайничка вкусного чая ,2023-08-18 19:40:06,2023-08-18 16:40:11,Тинькофф,650.0,RUB
2023-08-19,Кафе и рестораны / Кофейни,One price coffee,Фраппе и ролл,2023-08-19 11:26:45,2023-08-19 08:26:51,Тинькофф,400.0,RUB
2023-08-19,Хобби,,Новая камера ,2023-08-19 13:13:11,2023-08-19 10:13:34,Тинькофф,3190.0,RUB
2023-08-19,Хобби,DNS,Батарейки к камере,2023-08-19 13:13:30,2023-08-19 10:13:34,Тинькофф,500.0,RUB
2023-08-19,Кафе и рестораны / Кофейни,One price coffee,,2023-08-19 13:13:40,2023-08-19 10:13:44,Тинькофф,200.0,RUB
2023-08-19,Хобби,Перспектива,Проявка плёнки,2023-08-19 13:34:09,2023-08-19 10:34:28,Тинькофф,600.0,RUB
2023-08-19,Хобби,Озон,2 катушки пленки,2023-08-20 10:16:36,2023-08-20 07:16:41,Тинькофф,1171.0,RUB
2023-08-19,Забота о себе,Озон,Триммер,2023-08-20 10:17:19,2023-08-20 07:17:21,Тинькофф,393.0,RUB
2023-08-19,Кафе и рестораны / Кофейни,,Кофе и сэндвич,2023-08-20 10:17:43,2023-08-20 07:17:51,Тинькофф,440.0,RUB
2023-08-19,Кафе и рестораны,ДоДо пицца,Додостер и сырная лепёшка,2023-08-20 10:18:19,2023-08-20 07:18:22,Тинькофф,458.0,RUB
2023-08-19,Продукты / Сладости,АО ТД Перекресток,Вкусняшки в самолет,2023-08-20 10:18:56,2023-08-20 07:18:58,Тинькофф,728.92,RUB
2023-08-19,Товары для дома,Хостел,Доплата за проживание,2023-08-20 10:19:19,2023-08-20 07:19:23,Тинькофф,500.0,RUB
2023-08-20,Продукты,,Водичка,2023-08-20 10:19:44,2023-08-20 07:19:55,Тинькофф,80.0,RUB
2023-08-20,Отдых и развлечения,,Аренда сапа,2023-08-21 13:18:06,2023-08-21 10:18:09,Тинькофф,1500.0,RUB
2023-08-20,Проезд,Яндекс такси,,2023-08-21 13:18:55,2023-08-21 10:18:58,Тинькофф,97.0,RUB
2023-08-20,Продукты,Аппетит,Вода,2023-08-21 13:20:02,2023-08-21 10:20:10,Тинькофф,51.0,RUB
2023-08-20,Продукты / Сладости,Пятерочка,,2023-08-21 13:21:06,2023-08-21 10:21:09,Тинькофф,551.65,RUB
2023-08-20,Кафе и рестораны,Шавуха,,2023-08-21 13:23:11,2023-08-21 10:23:36,Сбер,300.0,RUB
2023-08-21,Кафе и рестораны,Ресторан Вега,,2023-08-21 13:21:55,2023-08-21 10:21:58,Тинькофф,368.0,RUB
2023-08-21,Товары для дома,Колобок,Шампунь и дезодорант,2023-08-22 08:55:26,2023-08-22 05:55:30,Тинькофф,885.0,RUB
2023-08-21,Проезд,,,2023-08-22 08:56:13,2023-08-22 05:56:25,Тинькофф,32.4,RUB
2023-08-22,Кафе и рестораны,Ресторан Вега,,2023-08-22 20:04:30,2023-08-22 17:04:34,Тинькофф,189.0,RUB
2023-08-22,Проезд,Яндекс такси,,2023-08-22 20:05:09,2023-08-22 17:05:13,Тинькофф,289.0,RUB
2023-08-22,Кафе и рестораны,Столовая лицея,,2023-08-22 20:05:22,2023-08-22 17:05:29,Тинькофф,200.0,RUB
2023-08-22,Забота о себе,Озон,Блокнот в точку,2023-08-22 20:54:27,2023-08-22 17:54:49,Тинькофф,479.0,RUB
2023-08-22,Образование / Канцелярия,Озон,,2023-08-22 21:02:25,2023-08-22 18:02:30,Тинькофф,162.0,RUB
2023-08-23,Кафе и рестораны,Ресторан Вега,Обед ,2023-08-24 13:40:40,2023-08-24 10:40:44,Тинькофф,545.0,RUB
2023-08-23,Доставка еды,Самокат,,2023-08-24 13:41:48,2023-08-24 10:41:50,Тинькофф,669.0,RUB
2023-08-24,Кафе и рестораны,Ресторан Вега,,2023-08-24 13:42:08,2023-08-24 10:42:11,Тинькофф,195.0,RUB
2023-08-24,Продукты / Сладости,Колобок,Сок,2023-08-24 17:38:03,2023-08-24 14:38:06,Тинькофф,111.0,RUB
2023-08-24,Проезд,Яндекс такси,,2023-08-24 17:54:29,2023-08-24 14:54:32,Тинькофф,379.0,RUB
2023-08-24,Кафе и рестораны,Столовая лицея,,2023-08-25 13:32:39,2023-08-25 10:32:42,Тинькофф,130.0,RUB
2023-08-24,Доставка еды,Самокат,,2023-08-25 13:33:06,2023-08-25 10:33:08,Тинькофф,1408.0,RUB
2023-08-24,Кафе и рестораны / Кофейни,Surf coffee,Смузи для Ники,2023-08-25 13:34:00,2023-08-25 10:34:05,Тинькофф,120.08,RUB
2023-08-25,Продукты,Колобок,Чай и булочка ,2023-08-25 16:39:33,2023-08-25 13:39:37,Тинькофф,151.0,RUB
2023-08-25,Проезд,,,2023-08-28 10:48:50,2023-08-28 07:49:04,Тинькофф,32.4,RUB
2023-08-25,Кафе и рестораны,Шавуха,,2023-08-28 10:49:08,2023-08-28 07:50:02,Тинькофф,280.0,RUB
2023-08-26,"Покупки: одежда, техника",Озон,Тапочки,2023-08-28 10:50:24,2023-08-28 07:50:26,Тинькофф,435.0,RUB
2023-08-26,Кафе и рестораны,Столовая лицея,,2023-08-28 10:50:53,2023-08-28 07:50:55,Тинькофф,245.0,RUB
2023-08-26,Продукты / Сладости,Пятерочка,Вкусняшки,2023-08-28 10:51:30,2023-08-28 07:51:32,Тинькофф,351.16,RUB
2023-08-26,"Товары для дома, Продукты / Сладости",Самокат,Чипсы и туалетная бумага,2023-08-28 10:52:05,2023-08-28 07:52:08,Тинькофф,150.0,RUB
2023-08-27,Кафе и рестораны,Столовая лицея,Завтрак,2023-08-28 10:52:21,2023-08-28 07:52:23,Тинькофф,250.0,RUB
2023-08-27,Кафе и рестораны / Кофейни,Surf coffee,Смузи,2023-08-28 10:52:48,2023-08-28 07:53:00,Тинькофф,349.0,RUB
2023-08-27,Продукты,Аппетит,Вода,2023-08-28 10:53:09,2023-08-28 07:53:12,Тинькофф,130.0,RUB
2023-08-27,Кафе и рестораны,Шавуха,,2023-08-28 10:53:46,2023-08-28 07:53:51,Тинькофф,280.0,RUB
2023-08-28,Кафе и рестораны,Столовая лицея,Завтрак,2023-08-28 10:53:59,2023-08-28 07:54:16,Тинькофф,120.0,RUB
2023-08-28,Проезд,Яндекс такси,Дорога до больницы,2023-08-28 10:54:17,2023-08-28 07:54:19,Тинькофф,444.0,RUB
2023-08-28,Здоровье и фитнес,,Флюрография,2023-08-28 10:54:45,2023-08-28 07:54:52,Тинькофф,600.0,RUB
2023-08-28,"Доставка еды, Товары для дома",Самокат,Еда и гель для стирки,2023-08-28 14:25:32,2023-08-28 11:25:38,Тинькофф,1501.0,RUB
2023-08-28,Проезд,Яндекс такси,,2023-08-28 14:27:41,2023-08-28 11:27:46,Тинькофф,226.0,RUB
2023-08-28,Проезд,,,2023-09-01 09:02:51,2023-09-01 06:02:55,Тинькофф,32.4,RUB
2023-08-28,Кафе и рестораны,Столовая лицея,,2023-09-01 09:03:10,2023-09-01 06:03:16,Тинькофф,200.0,RUB
2023-08-30,Кафе и рестораны,Столовая лицея,Завтрак,2023-09-01 09:03:41,2023-09-01 06:03:45,Тинькофф,130.0,RUB
2023-08-30,Кафе и рестораны,Столовая лицея,Обед,2023-09-01 09:04:04,2023-09-01 06:04:06,Тинькофф,220.0,RUB
2023-08-30,Продукты / Сладости,Пятерочка,,2023-09-01 09:04:46,2023-09-01 06:04:48,Тинькофф,310.17,RUB
2023-08-31,Кафе и рестораны,Столовая лицея,,2023-09-01 09:05:01,2023-09-01 06:05:03,Тинькофф,215.0,RUB
2023-08-31,Проезд,Яндекс такси,,2023-09-01 09:05:12,2023-09-01 06:05:35,Тинькофф,211.0,RUB
2023-08-31,Проезд,Яндекс такси,,2023-09-01 09:05:31,2023-09-01 06:05:35,Тинькофф,110.0,RUB
2023-09-01,Продукты,Пятерочка,Завтрак,2023-09-01 09:06:32,2023-09-01 06:06:34,Тинькофф,79.36,RUB
2023-09-01,Продукты,Пятерочка,,2023-09-01 16:47:08,2023-09-01 13:47:13,Тинькофф,259.98,RUB
2023-09-01,Товары для дома,Озон,Стеллаж,2023-09-02 13:07:19,2023-09-02 10:07:32,Тинькофф,1009.0,RUB
2023-09-01,Здоровье и фитнес,Аптека,Таблетки для Ники,2023-09-02 13:08:25,2023-09-02 10:08:31,Тинькофф,315.0,RUB
2023-09-01,Кафе и рестораны,Ресторан Вега,,2023-09-02 13:08:51,2023-09-02 10:08:53,Тинькофф,290.0,RUB
2023-09-01,Проезд,Яндекс такси,,2023-09-02 13:09:31,2023-09-02 10:09:35,Тинькофф,210.0,RUB
2023-09-02,Кафе и рестораны,Столовая лицея,,2023-09-02 13:09:58,2023-09-02 10:10:03,Тинькофф,125.0,RUB
2023-09-02,Продукты,Колобок,Вода,2023-09-03 22:32:23,2023-09-03 19:32:28,Тинькофф,64.0,RUB
2023-09-02,Кафе и рестораны,Шавуха,,2023-09-03 22:32:35,2023-09-03 19:32:39,Тинькофф,230.0,RUB
2023-09-02,Доставка еды,Самокат,,2023-09-03 22:33:14,2023-09-03 19:33:19,Тинькофф,635.0,RUB
2023-09-03,Кафе и рестораны,Шавуха,,2023-09-03 22:33:50,2023-09-03 19:33:55,Тинькофф,300.0,RUB
2023-09-03,Образование / Канцелярия,Магнит,Тетрадь для схемотехники,2023-09-03 22:34:23,2023-09-03 19:34:26,Тинькофф,69.99,RUB
2023-09-03,Продукты,Магнит,Продукты на примерно неделю,2023-09-03 22:34:55,2023-09-03 19:35:11,Тинькофф,600.0,RUB
2023-09-04,Проезд,,,2023-09-05 09:50:27,2023-09-05 06:50:31,Тинькофф,32.4,RUB
2023-09-04,Кафе и рестораны / Кофейни,Ресторан Вега,Какао,2023-09-05 09:53:26,2023-09-05 06:53:38,Тинькофф,120.0,RUB
2023-09-04,Продукты,Пятерочка,,2023-09-05 09:53:57,2023-09-05 06:54:57,Тинькофф,228.07,RUB
2023-09-05,"Платежи, комиссии / Подписки",4ebur.net,VPN на 3 месяца,2023-09-05 09:58:37,2023-09-05 06:58:43,Тинькофф,1150.5,RUB
2023-09-05,Забота о себе,,Оплатил подписку на дзен мани,2023-09-06 12:08:28,2023-09-06 09:08:33,Тинькофф,149.0,RUB
2023-09-06,Продукты,Пятерочка,Йогурт на завтрак,2023-09-06 12:08:54,2023-09-06 09:09:02,Тинькофф,59.99,RUB
2023-09-06,Кафе и рестораны / Кофейни,Ресторан Вега,Раф с банановым сиропом,2023-09-06 12:09:18,2023-09-06 09:09:22,Тинькофф,220.0,RUB
2023-09-06,Образование / Канцелярия,Озон,Тетрадь на кольцах,2023-09-06 12:09:50,2023-09-06 09:10:00,Тинькофф,450.0,RUB
2023-09-06,Продукты,Колобок,,2023-09-07 19:09:20,2023-09-07 16:09:27,Тинькофф,190.0,RUB
2023-09-06,Образование / Канцелярия,Озон,Сборник задач по обществознанию и тетради,2023-09-07 19:10:00,2023-09-07 16:10:05,Тинькофф,741.0,RUB
2023-09-06,"Продукты / Сладости, Доставка еды",Самокат,,2023-09-07 19:11:01,2023-09-07 16:11:07,Тинькофф,353.0,RUB
2023-09-07,Проезд,,,2023-09-07 19:11:47,2023-09-07 16:11:53,Тинькофф,32.4,RUB
2023-09-07,"Доставка еды, Продукты",Самокат,,2023-09-07 19:12:30,2023-09-07 16:12:36,Тинькофф,1077.0,RUB
2023-09-07,Хобби,Wildberries,Фотопленка,2023-09-07 21:06:16,2023-09-07 18:06:25,Тинькофф,1138.0,RUB
2023-09-08,"Покупки: одежда, техника",Озон,Два ремня,2023-09-08 07:55:17,2023-09-08 04:55:26,Тинькофф,460.0,RUB
2023-09-08,Проезд,,,2023-09-08 10:26:59,2023-09-08 07:27:02,Тинькофф,51.3,RUB
2023-09-08,Кафе и рестораны,Шавуха,,2023-09-08 12:31:17,2023-09-08 09:31:25,Тинькофф,270.0,RUB
2023-09-08,Кафе и рестораны / Кофейни,Surf coffee,,2023-09-08 19:59:39,2023-09-08 17:00:14,Тинькофф,339.0,RUB
2023-09-08,Проезд,,,2023-09-08 20:00:05,2023-09-08 17:00:14,Тинькофф,32.4,RUB
2023-09-08,Продукты / Сладости,АО ТД Перекресток,,2023-09-08 20:56:59,2023-09-08 17:57:05,Тинькофф,410.35,RUB
2023-09-08,Проезд,Яндекс такси,,2023-09-08 23:23:10,2023-09-08 20:23:23,Тинькофф,126.0,RUB
2023-09-08,Кафе и рестораны,Столовая лицея,Ужин,2023-09-08 23:25:07,2023-09-08 20:25:12,Тинькофф,190.0,RUB
2023-09-09,"Продукты / Сладости, Доставка еды",Самокат,Чипсики,2023-09-09 13:08:03,2023-09-09 10:09:54,Тинькофф,378.0,RUB
2023-09-09,Продукты / Сладости,Пятерочка,,2023-09-09 19:45:24,2023-09-09 16:45:27,Тинькофф,229.98,RUB
2023-09-09,Кафе и рестораны,Столовая лицея,,2023-09-11 12:50:10,2023-09-11 09:50:13,Тинькофф,145.0,RUB
2023-09-09,Здоровье и фитнес,Аптека,,2023-09-11 12:50:45,2023-09-11 09:50:49,Тинькофф,249.0,RUB
2023-09-10,Кафе и рестораны,Столовая лицея,,2023-09-11 12:51:48,2023-09-11 09:51:52,Тинькофф,200.0,RUB
2023-09-10,Кафе и рестораны,Столовая лицея,,2023-09-11 12:51:59,2023-09-11 09:52:02,Тинькофф,195.0,RUB
2023-09-11,Проезд,,,2023-09-11 12:52:18,2023-09-11 09:52:20,Тинькофф,32.4,RUB
2023-09-11,Кафе и рестораны,Ресторан Вега,,2023-09-11 12:52:30,2023-09-11 09:52:38,Тинькофф,345.0,RUB
2023-09-11,Продукты,АО ТД Перекресток,Продукты в поезд,2023-09-11 16:49:55,2023-09-11 13:49:59,Тинькофф,1119.81,RUB
2023-09-11,Кафе и рестораны,Cinnabon,Синабон,2023-09-14 13:19:56,2023-09-14 10:19:58,Тинькофф,235.0,RUB
2023-09-11,Здоровье и фитнес,Аптека,Таблетки от горла,2023-09-14 13:20:34,2023-09-14 10:20:35,Тинькофф,195.0,RUB
2023-09-11,Проезд,,,2023-09-14 13:20:51,2023-09-14 10:20:52,Тинькофф,24.7,RUB
2023-09-11,,,Печать документов,2023-09-14 13:22:05,2023-09-14 10:22:08,Тинькофф,100.0,RUB
2023-09-13,Продукты / Сладости,,Вкусняшки в Саратове,2023-09-14 13:23:04,2023-09-14 10:23:05,Тинькофф,461.86,RUB
2023-09-14,Кафе и рестораны / Кофейни,,Кофе в Ульяновске,2023-09-14 13:23:28,2023-09-14 10:23:29,Тинькофф,220.0,RUB
2023-09-14,Проезд,,,2023-09-14 13:23:37,2023-09-14 10:23:44,Тинькофф,28.0,RUB
2023-09-14,Кафе и рестораны,Блинбери,,2023-09-14 13:24:00,2023-09-14 10:24:11,Тинькофф,503.0,RUB
2023-09-14,Отдых и развлечения,,Билет в Дом Ленина,2023-09-16 07:38:39,2023-09-16 04:38:40,Тинькофф,50.0,RUB
2023-09-14,Продукты,Магнит,Вода,2023-09-16 07:39:07,2023-09-16 04:39:09,Тинькофф,54.99,RUB
2023-09-14,Кафе и рестораны,,Том ям,2023-09-16 07:39:30,2023-09-16 04:39:32,Тинькофф,399.0,RUB
2023-09-14,Продукты / Сладости,Ашан,Мармеладки,2023-09-16 07:40:04,2023-09-16 04:40:05,Тинькофф,201.0,RUB
2023-09-15,Доставка еды,Самокат,,2023-09-16 07:40:21,2023-09-16 04:40:22,Тинькофф,333.0,RUB
2023-09-16,"Платежи, комиссии / Оплата связи",Тинькофф,,2023-09-16 07:40:43,2023-09-16 04:40:56,Тинькофф,353.0,RUB
2023-09-16,"Платежи, комиссии / Подписки",,Яндекс плюс,2023-09-16 07:40:48,2023-09-16 04:40:56,Тинькофф,299.0,RUB
2023-09-16,Здоровье и фитнес,Аптека,Лекарства,2023-09-16 13:03:45,2023-09-16 10:03:48,Тинькофф,1074.93,RUB
2023-09-18,Подарки,Sunlight,Подарок Нике на день рождения,2023-09-18 12:38:45,2023-09-18 09:38:48,Тинькофф,5944.0,RUB
2023-09-18,Проезд,Яндекс такси,,2023-09-18 15:31:40,2023-09-18 12:31:42,Тинькофф,79.0,RUB
2023-09-18,Проезд,Яндекс такси,,2023-09-18 16:15:29,2023-09-18 13:15:34,Тинькофф,116.34,RUB
2023-09-18,Доставка еды,Самокат,,2023-09-19 22:37:00,2023-09-19 19:37:03,Тинькофф,769.0,RUB
2023-09-18,Хобби,Авито,Бачок для проявки,2023-09-19 22:45:02,2023-09-19 19:45:10,Тинькофф,501.0,RUB
2023-09-18,Хобби,Яндекс маркет,Химия для проявки чб пленки,2023-09-19 22:45:32,2023-09-19 19:45:36,Тинькофф,635.0,RUB
2023-09-19,Хобби,Авито,Сканер для пленки ,2023-09-19 22:46:03,2023-09-19 19:46:10,Тинькофф,1601.0,RUB
2023-09-20,Кафе и рестораны / Кофейни,,Моти,2023-09-20 19:53:59,2023-09-20 16:54:03,Тинькофф,340.0,RUB
2023-09-21,,,Камера хранения,2023-09-21 10:45:21,2023-09-21 07:45:27,Тинькофф,80.0,RUB
2023-09-21,Кафе и рестораны,Петрушка,,2023-09-22 10:24:13,2023-09-22 07:24:18,Тинькофф,370.0,RUB
2023-09-21,Продукты / Сладости,Магнит,,2023-09-22 10:24:41,2023-09-22 07:24:48,Тинькофф,314.98,RUB
2023-09-21,Кафе и рестораны,Surf coffee,Хотдог,2023-09-22 10:25:07,2023-09-22 07:25:21,Тинькофф,249.0,RUB
2023-09-22,Кафе и рестораны,Шавуха,,2023-09-22 10:25:16,2023-09-22 07:25:21,Тинькофф,280.0,RUB
2023-09-22,Продукты,Пятерочка,,2023-09-22 20:43:44,2023-09-22 17:43:50,Тинькофф,469.36,RUB
2023-09-22,Кафе и рестораны / Кофейни,Ресторан Вега,Чизкейк,2023-09-23 10:56:31,2023-09-23 07:56:40,Тинькофф,205.0,RUB
2023-09-22,Проезд,,,2023-09-23 10:56:48,2023-09-23 07:56:52,Тинькофф,32.4,RUB
2023-09-23,Проезд,whoosh,,2023-09-23 10:56:09,2023-09-23 07:56:14,Тинькофф,114.0,RUB
2023-09-23,Проезд,,,2023-09-23 11:10:08,2023-09-23 08:10:13,Тинькофф,24.4,RUB
2023-09-23,Продукты,Пятерочка,,2023-09-23 11:47:30,2023-09-23 08:47:37,Тинькофф,590.0,RUB
2023-09-23,Отдых и развлечения,,Игрушка 😏,2023-09-24 13:03:52,2023-09-24 10:03:56,Тинькофф,740.0,RUB
2023-09-24,Хобби,Авито,Химия для проявки цветной плёнки,2023-09-24 13:04:39,2023-09-24 10:05:03,Тинькофф,1151.0,RUB
2023-09-24,Кафе и рестораны / Кофейни,Surf coffee,,2023-09-24 17:49:38,2023-09-24 14:49:49,Тинькофф,299.0,RUB
2023-09-24,Продукты,Пятерочка,Макароны для лазаньи ,2023-09-26 10:36:28,2023-09-26 07:36:32,Тинькофф,115.59,RUB
2023-09-24,Продукты,Пятерочка,,2023-09-26 10:37:08,2023-09-26 07:37:12,Тинькофф,967.36,RUB
2023-09-25,Здоровье и фитнес,центр Эмпатия,,2023-09-25 08:02:51,2023-09-25 05:02:59,Тинькофф,4500.0,RUB
2023-09-25,Продукты / Сладости,Пятерочка,,2023-09-25 16:56:28,2023-09-25 13:56:38,Тинькофф,269.97,RUB
2023-09-25,Продукты,Колобок,Обед,2023-09-26 10:37:42,2023-09-26 07:37:43,Тинькофф,103.0,RUB
2023-09-25,Проезд,,,2023-09-26 10:37:57,2023-09-26 07:37:57,Тинькофф,32.4,RUB
2023-09-25,Образование / Книги,Bookmate,Подписка на Bookmate,2023-09-26 10:38:28,2023-09-26 07:38:55,Тинькофф,100.0,RUB
2023-09-26,Проезд,,,2023-09-26 10:39:07,2023-09-26 07:39:10,Тинькофф,32.4,RUB
2023-09-27,Кафе и рестораны / Кофейни,Surf coffee,,2023-09-27 11:12:48,2023-09-27 08:12:50,Тинькофф,359.0,RUB
2023-09-27,Кафе и рестораны,Ресторан Вега,Ролл,2023-09-27 13:55:51,2023-09-27 10:55:57,Тинькофф,179.0,RUB
2023-09-27,Продукты / Сладости,Пятерочка,,2023-09-27 20:00:33,2023-09-27 17:00:36,Тинькофф,335.94,RUB
